62,2254
63,3078
64,3637
65,4266
66,5068
67,5631
68,6727
69,9074
70,10925
71,11682
72,12313
73,13689
74,14265
75,15412
76,16799
77,18707
78,21535
79,24586
80,27097
81,29618
82,31848
83,33783
84,35444
85,36734
86,38521
87,39690
88,40846
89,41856
90,41927
91,41490
92,42023
93,42636
94,43116
95,43448
96,44342
97,44309
98,42036
99,44256
100,45395
101,45483
102,45553
103,47164
104,48362
105,48657
